CustomerID,CustomerName,Age,Gender,City,ProductCategory,Price,Quantity,OrderDate,PaymentMode,Rating,SignupChannel
CUST1581,Tanya Kapoor,35.0,Male,Jaipur,Beauty,20609.37,1.0,12-03-2025,Net Banking,5.0,Website
CUST1486,Aman Malhotra,65.0,,Jaipur,Books,14188.82,3.0,11-06-2025,Credit Card,4.0,App
CUST1528,Aditya Gupta,54.0,,Ahmedabad,Electronics,22428.33,1.0,01-12-2025,Credit Card,1.0,
CUST1016,Meera Gupta,39.0,male,Jaipur,Home & Kitchen,14772.74,1.0,06-02-2025,Credit Card,4.0,Website
CUST1267,Sanjay Bose,21.0,female,Delhi,Home & Kitchen,7398.15,,11/06/2025,credit card,5.0,Website
CUST1510,Anjali Sharma,54.0,,Mumbai ,Home & Kitchen,17846.43,1.0,30-07-2025,credit card,1.0,Website
CUST1586,Sara Rao,20.0,M,bangalore,Electronics,18900.57,,05-03-2025,Cash on Delivery,4.0,App
CUST1447,Priya Malhotra,44.0,,delhi,Home & Kitchen,18729.81,,2025-11-05,UPI ,1.0,Referral
CUST1359,Pooja Malhotra,59.0,female,bangalore,Grocery,740.26,3.0,2025-06-19,Debit Card,2.0,Website
CUST1540,Aarav Pillai,23.0,Male,Delhi,Clothing,17712.52,2.0,26/05/2025,COD,3.0,App
CUST1269,Pooja Joshi,31.0,M,Ahmedabad,Books,21334.18,1.0,22-03-2025,Net Banking,1.0,App
CUST1201,Simran Pillai,47.0,female,delhi,Beauty,4356.25,3.0,07/10/2025,UPI,6.0,
CUST1136,Neha Sharma,57.0,Female,Lucknow,Sports,4804.75,3.0,13-02-2025,credit card,2.0,App
CUST1549,Meera Kapoor,56.0,,delhi,Grocery,14516.32,2.0,2025-04-28,UPI ,6.0,Website
CUST1332,Kavya Bhat,,F,delhi,Beauty,15342.26,,17-12-2025,UPI,,Website
CUST1367,Kavya Singh,24.0,male,Mumbai,Home & Kitchen,8046.98,2.0,18-06-2025,Net Banking,3.0,App
CUST1449,Sanjay Desai,23.0,F,Chennai,Sports,3828.11,1.0,12/02/2025,Credit Card,6.0,Website
CUST1182,Sara Kapoor,,Female,Hyderabad,Grocery,12032.82,2.0,07/11/2025,UPI ,6.0,Website
CUST1228,Rahul Malhotra,43.0,female,Lucknow,Home & Kitchen,11321.94,2.0,2025-07-19,Cash on Delivery,4.0,Referral
CUST1595,Anjali Chopra,49.0,M,Delhi,Toys,2834.71,1.0,08/09/2025,Cash on Delivery,3.0,Website
CUST1105,Aditya Malhotra,24.0,,Delhi,Electronics,14723.66,2.0,15/10/2025,Debit Card,4.0,Referral
CUST1270,Dev Mehta,27.0,female,Hyderabad,Beauty,9996.67,1.0,13/12/2025,Net Banking,3.0,Website
CUST1313,Aryan Kulkarni,29.0,Male,Ahmedabad,Grocery,18561.83,3.0,2025-10-14,credit card,2.0,App
CUST1242,Riya Mehta,55.0,,delhi,Clothing,18313.66,2.0,22-11-2025,credit card,2.0,App
CUST1295,Neha Kulkarni,61.0,male,Hyderabad,Toys,7576.47,2.0,18-01-2025,UPI,2.0,Website
CUST1204,Pooja Kulkarni,44.0,Male,Jaipur,Books,13463.09,1.0,09-01-2025,UPI ,3.0,Website
CUST1569,Sneha Sharma,,,Hyderabad,Toys,9031.23,1.0,29-01-2025,Cash on Delivery,6.0,App
CUST1084,Ananya Singh,51.0,male,bangalore,Grocery,4374.09,1.0,09/11/2025,Cash on Delivery,,App
CUST1119,Sara Bose,,M,,Beauty,3901.29,1.0,29/08/2025,Net Banking,5.0,App
CUST1503,Kavya Verma,23.0,,Delhi,Electronics,18963.38,3.0,18/03/2025,Net Banking,4.0,App
CUST1167,Riya Rao,,male,Hyderabad,Electronics,14650.55,1.0,26-09-2025,UPI ,3.0,
CUST1327,Aarav Gupta,,female,Ahmedabad,Grocery,23743.73,,2025-09-19,Debit Card,5.0,
CUST1190,Rohan Patel,64.0,Male,delhi,Sports,15430.84,1.0,2025-05-04,Debit Card,2.0,App
CUST1578,Neha Rao,58.0,female,,Clothing,9424.08,3.0,2025-10-22,Net Banking,3.0,App
CUST1529,Karan Rao,27.0,F,Lucknow,Electronics,12957.27,,09/09/2025,UPI ,4.0,
CUST1093,Aditya Bhat,62.0,female,Kolkata,Clothing,3623.46,1.0,05/06/2025,Debit Card,2.0,App
CUST1262,Neha Mehta,35.0,male,Pune,Clothing,12625.72,1.0,2025-04-02,Credit Card,4.0,Website
CUST1139,Riya Nair,26.0,female,delhi,Toys,1069.05,1.0,2025-01-23,Credit Card,5.0,Referral
CUST1277,Arjun Menon,32.0,,delhi,Books,1605.99,2.0,29/09/2025,Cash on Delivery,3.0,Website
CUST1057,Ishaan Pillai,31.0,,Chennai,Beauty,7099.51,2.0,26/12/2025,Credit Card,6.0,App
CUST1544,Kavya Verma,21.0,M,Hyderabad,Sports,6396.84,2.0,2025-08-21,Debit Card,1.0,App
CUST1089,Rahul Verma,37.0,Male,Lucknow,Beauty,18349.14,1.0,01/06/2025,UPI ,3.0,App
CUST1426,Simran Iyer,51.0,F,Kolkata,Books,23414.95,1.0,19-11-2025,Credit Card,6.0,App
CUST1363,Pooja Singh,26.0,,delhi,Books,24009.34,1.0,02-06-2025,credit card,1.0,App
CUST1281,Kabir Reddy,39.0,,,Beauty,1629.97,1.0,28-10-2025,UPI,2.0,App
CUST1140,Vikram Chopra,52.0,M,Bengaluru,Home & Kitchen,7259.86,,25-01-2025,credit card,5.0,Website
CUST1523,Simran Kapoor,34.0,Male,Bengaluru,Clothing,1563.52,2.0,2025-12-03,Debit Card,2.0,Website
CUST1288,Aditya Verma,36.0,M,Chennai,Clothing,1993.88,1.0,2025-07-12,Debit Card,6.0,Website
CUST1305,Riya Menon,46.0,,Ahmedabad,Beauty,8704.59,,13-05-2025,Debit Card,5.0,Website
CUST1024,Aryan Bose,,male,Bengaluru,Clothing,10567.74,2.0,17-10-2025,credit card,5.0,App
CUST1165,Aryan Desai,26.0,male,Pune,Grocery,9914.92,2.0,03-06-2025,credit card,6.0,App
CUST1599,Neha Reddy,37.0,F,delhi,Clothing,14286.05,2.0,04-12-2025,COD,,App
CUST1580,Sneha Desai,58.0,male,Hyderabad,Grocery,19152.53,2.0,27-03-2025,credit card,5.0,
CUST1129,Pooja Singh,37.0,,Hyderabad,Beauty,17005.92,2.0,14/08/2025,Net Banking,4.0,App
CUST1438,Simran Malhotra,41.0,,Lucknow,Books,13296.17,3.0,06/02/2025,Debit Card,4.0,App
CUST1241,Sanjay Rao,58.0,F,Ahmedabad,Clothing,15895.65,,17/02/2025,Net Banking,5.0,Website
CUST1530,Yash Gupta,52.0,Male,Kolkata,Toys,3161.91,2.0,03/07/2025,Net Banking,4.0,Website
CUST1435,Anjali Kapoor,38.0,female,Pune,Clothing,2541.97,3.0,2025-02-04,UPI,3.0,Website
CUST1263,Aryan Bhat,36.0,M,Mumbai,Toys,348.03,1.0,30-05-2025,Net Banking,4.0,Website
CUST1099,Sanjay Mehta,19.0,M,Bengaluru,Grocery,18581.69,2.0,28-02-2025,Debit Card,,Website
CUST1443,Aarav Verma,,Male,Jaipur,Grocery,24836.29,1.0,04/01/2025,Cash on Delivery,4.0,Referral
CUST1471,Aryan Kulkarni,26.0,F,Pune,Toys,769.07,2.0,30-10-2025,Cash on Delivery,,Website
CUST1558,Yash Bose,62.0,,Mumbai ,Home & Kitchen,8113.53,1.0,15-09-2025,UPI ,5.0,Website
CUST1464,Diya Reddy,29.0,,Lucknow,Books,15199.27,2.0,29-04-2025,Cash on Delivery,4.0,
CUST1203,Ananya Sharma,31.0,F,Pune,Electronics,15503.21,3.0,12/11/2025,COD,1.0,Website
CUST1004,Priya Joshi,56.0,,Bengaluru,Toys,13475.27,2.0,10-02-2025,Net Banking,5.0,App
CUST1392,Rahul Pillai,46.0,Female,,Books,4989.45,,03-11-2025,Cash on Delivery,3.0,
CUST1067,Vivaan Singh,36.0,female,,Toys,1918.82,1.0,16-05-2025,Cash on Delivery,4.0,Website
CUST1576,Tanya Sharma,27.0,M,bangalore,Toys,3235.8,3.0,28/05/2025,UPI,,
CUST1147,Karan Kulkarni,25.0,,Chennai,Toys,5482.08,2.0,27-05-2025,COD,4.0,Website
CUST1329,Simran Iyer,24.0,Male,,Grocery,16634.37,1.0,18/06/2025,COD,5.0,
CUST1020,Tanya Kulkarni,24.0,female,Jaipur,Electronics,24229.56,,2025-05-02,UPI ,,Website
CUST1568,Yash Bose,60.0,,Lucknow,Toys,8566.31,1.0,2025-09-03,UPI,6.0,Website
CUST1261,Riya Joshi,42.0,Female,,Electronics,13888.69,3.0,02/12/2025,Cash on Delivery,5.0,App
CUST1299,Karan Pillai,,F,Bengaluru,Grocery,6994.04,1.0,13-11-2025,UPI ,1.0,Website
CUST1469,Karan Verma,53.0,male,delhi,Electronics,4867.78,2.0,23/07/2025,Net Banking,,App
CUST1400,Simran Singh,34.0,Female,Hyderabad,Home & Kitchen,20932.92,1.0,2025-03-21,Debit Card,2.0,
CUST1191,Vivaan Bhat,56.0,Female,Mumbai ,Electronics,10146.29,1.0,2025-10-04,Credit Card,3.0,App
CUST1549,Meera Kapoor,56.0,,delhi,Grocery,14516.32,2.0,2025-04-28,UPI ,6.0,Website
CUST1597,Kavya Desai,49.0,Female,Chennai,Toys,12332.72,1.0,05/10/2025,Credit Card,1.0,Website
CUST1197,Riya Patel,39.0,Male,Hyderabad,Home & Kitchen,24057.63,1.0,2025-09-03,Cash on Delivery,4.0,App
CUST1141,Tanya Joshi,45.0,female,Ahmedabad,Sports,8575.06,1.0,12-09-2025,COD,5.0,App
CUST1083,Yash Iyer,46.0,female,Chennai,Electronics,1292.88,,29/01/2025,credit card,5.0,Website
CUST1403,Karan Nair,47.0,female,Jaipur,Toys,7993.93,1.0,07-01-2025,Cash on Delivery,4.0,App
CUST1202,Vivaan Desai,20.0,,bangalore,Electronics,19143.82,2.0,12-03-2025,Cash on Delivery,2.0,
CUST1589,Ritika Pillai,,Female,Ahmedabad,Clothing,4644.09,1.0,14/07/2025,Cash on Delivery,6.0,App
CUST1085,Ananya Singh,47.0,F,Chennai,Electronics,22487.88,2.0,28-05-2025,UPI,2.0,Website
CUST1353,Anjali Verma,,,bangalore,Books,12340.19,2.0,09/10/2025,Debit Card,5.0,App
CUST1596,Diya Verma,22.0,female,Bengaluru,Grocery,9658.43,3.0,2025-06-17,Net Banking,2.0,Website
CUST1180,Ananya Pillai,38.0,Male,Chennai,Sports,6002.7,,17/05/2025,Net Banking,1.0,Referral
CUST1100,Yash Joshi,,Male,Ahmedabad,Home & Kitchen,23643.58,1.0,04-12-2025,Net Banking,,
CUST1362,Diya Kapoor,61.0,male,Mumbai,Books,19167.06,2.0,15/07/2025,Credit Card,,App
CUST1075,Aarav Kulkarni,44.0,Female,,Clothing,11616.98,1.0,2025-11-28,COD,5.0,App
CUST1008,Rohan Gupta,,female,Pune,Home & Kitchen,16437.65,2.0,26/11/2025,UPI,5.0,App
CUST1448,Vikram Verma,38.0,male,Delhi,Beauty,12634.68,1.0,2025-03-20,UPI ,,App
CUST1274,Karan Malhotra,29.0,Female,Delhi,Books,7104.39,1.0,18-01-2025,Cash on Delivery,5.0,Website
CUST1280,Sneha Nair,49.0,Male,Bengaluru,Home & Kitchen,15101.32,1.0,27/09/2025,Credit Card,5.0,App
CUST1155,Anjali Menon,,Male,,Electronics,2168.39,3.0,23/10/2025,Cash on Delivery,4.0,App
CUST1405,Riya Malhotra,31.0,female,delhi,Beauty,9222.19,2.0,24/05/2025,UPI,3.0,App
CUST1192,Sneha Singh,,M,Lucknow,Beauty,6037.07,1.0,05-12-2025,Cash on Delivery,4.0,Referral
CUST1572,Sneha Joshi,40.0,F,,Clothing,5510.02,2.0,01/08/2025,Net Banking,3.0,
CUST1401,Kavya Pillai,57.0,,,Electronics,21223.06,1.0,14/11/2025,COD,5.0,Website
CUST1463,Dev Reddy,64.0,,Pune,Sports,24035.73,1.0,15-08-2025,Net Banking,3.0,App
CUST1051,Aditya Verma,19.0,Female,,Electronics,15590.19,1.0,06/03/2025,Debit Card,4.0,Website
CUST1039,Dev Sharma,37.0,Female,Kolkata,Beauty,11704.96,2.0,2025-12-12,COD,3.0,
CUST1209,Aarav Patel,55.0,,,Sports,23232.54,1.0,25-03-2025,Cash on Delivery,4.0,
CUST1006,Dev Joshi,28.0,M,Hyderabad,Books,17590.23,3.0,2025-11-28,UPI,6.0,
CUST1076,Nikhil Rao,44.0,F,Hyderabad,Toys,13848.94,2.0,08-04-2025,UPI,2.0,Referral
CUST1249,Sanjay Sharma,57.0,F,Pune,Home & Kitchen,15757.79,1.0,30-07-2025,COD,4.0,Website
CUST1048,Rohan Malhotra,49.0,F,Pune,Sports,18145.91,,2025-08-28,Credit Card,4.0,App
CUST1303,Aditya Kapoor,63.0,F,Delhi,Electronics,4467.37,,2025-04-13,Cash on Delivery,1.0,Website
CUST1071,Sanjay Malhotra,58.0,Male,Ahmedabad,Beauty,10297.45,1.0,2025-12-10,UPI,5.0,Website
CUST1416,Sara Rao,53.0,Female,Mumbai ,Grocery,14832.15,2.0,20-11-2025,UPI ,6.0,
CUST1330,Aditya Joshi,39.0,Male,Kolkata,Sports,24063.4,1.0,17-07-2025,COD,4.0,
CUST1226,Diya Bhat,64.0,M,Mumbai,Books,1260.37,3.0,2025-02-28,credit card,2.0,
CUST1287,Riya Chopra,40.0,F,Mumbai,Toys,19749.94,2.0,30-11-2025,Cash on Delivery,3.0,Website
CUST1012,Aarav Rao,50.0,male,Mumbai,Books,21065.48,2.0,2025-11-08,UPI,5.0,App
CUST1402,Ishaan Desai,35.0,Female,delhi,Grocery,1495.58,,05/08/2025,Credit Card,6.0,Referral
CUST1151,Karan Pillai,51.0,,Kolkata,Clothing,3264.37,1.0,2025-11-25,COD,,
CUST1419,Aarav Malhotra,,Female,delhi,Electronics,13773.07,1.0,30-07-2025,UPI ,4.0,App
CUST1116,Sanjay Chopra,51.0,F,,Books,18683.25,1.0,2025-06-20,Debit Card,6.0,
CUST1282,Ritika Joshi,22.0,female,bangalore,Sports,14712.51,1.0,04/06/2025,UPI,3.0,
CUST1254,Ishaan Pillai,22.0,male,Mumbai,Electronics,6665.3,1.0,31/01/2025,Net Banking,6.0,Website
CUST1196,Aditya Kulkarni,64.0,Male,Chennai,Sports,16890.75,2.0,2025-01-21,Cash on Delivery,6.0,App
CUST1591,Riya Iyer,42.0,F,Lucknow,Books,17223.11,,2025-08-16,UPI ,5.0,Website
CUST1066,Kabir Rao,60.0,Female,Hyderabad,Grocery,13867.01,1.0,02/01/2025,COD,,Referral
CUST1410,Yash Kapoor,40.0,female,Jaipur,Toys,19402.4,2.0,10/02/2025,Net Banking,,
CUST1428,Ishaan Rao,55.0,F,delhi,Home & Kitchen,371.91,1.0,25-10-2025,COD,3.0,Referral
CUST1220,Pooja Nair,61.0,Male,Mumbai ,Toys,23582.93,1.0,13/08/2025,Debit Card,4.0,
CUST1370,Aryan Kulkarni,30.0,female,bangalore,Clothing,18226.52,1.0,17-09-2025,Credit Card,4.0,App
CUST1382,Ishaan Mehta,,male,Mumbai,Home & Kitchen,9548.55,1.0,2025-02-25,Cash on Delivery,6.0,App
CUST1070,Aditya Singh,,male,Bengaluru,Books,14469.74,,31/03/2025,COD,5.0,App
CUST1094,Aryan Kulkarni,26.0,F,Pune,Sports,14745.41,3.0,21/03/2025,Debit Card,,App
CUST1069,Aman Kapoor,62.0,M,Jaipur,Toys,11028.31,2.0,21/01/2025,credit card,5.0,Website
CUST1022,Nikhil Pillai,27.0,M,Hyderabad,Electronics,14542.63,2.0,01-02-2025,credit card,1.0,Website
CUST1078,Pooja Pillai,40.0,male,delhi,Sports,11465.31,1.0,07-04-2025,Cash on Delivery,4.0,App
CUST1514,Sara Menon,65.0,female,delhi,Books,1676.23,2.0,2025-10-24,Credit Card,5.0,
CUST1459,Rahul Kapoor,33.0,M,delhi,Electronics,15700.94,2.0,16-01-2025,Net Banking,4.0,App
CUST1237,Neha Iyer,65.0,M,,Electronics,11325.85,1.0,14/02/2025,Debit Card,4.0,App
CUST1446,Ishaan Pillai,,,Mumbai,Books,1078.68,,23/10/2025,Debit Card,1.0,Referral
CUST1315,Ritika Bose,,Male,Ahmedabad,Home & Kitchen,12586.86,,15/12/2025,Net Banking,4.0,Website
CUST1126,Priya Sharma,41.0,Female,Hyderabad,Beauty,23699.56,2.0,2025-04-09,UPI,3.0,Website
CUST1229,Yash Gupta,54.0,,,Grocery,9239.96,1.0,2025-08-23,Net Banking,,App
CUST1440,Pooja Malhotra,65.0,,bangalore,Beauty,16911.14,3.0,07/12/2025,Debit Card,3.0,App
CUST1043,Vikram Kulkarni,56.0,,Ahmedabad,Sports,20789.64,2.0,2025-08-17,COD,,Referral
CUST1005,Kabir Gupta,20.0,,Chennai,Clothing,21404.65,,21/02/2025,Net Banking,,
CUST1378,Ishaan Nair,,female,,Clothing,16578.57,2.0,19-06-2025,Debit Card,,
CUST1488,Anjali Iyer,37.0,female,Bengaluru,Books,10434.66,2.0,02/05/2025,COD,5.0,App
CUST1065,Karan Bhat,46.0,,Lucknow,Sports,7738.7,2.0,31-01-2025,Debit Card,4.0,
CUST1040,Aditya Kapoor,,M,Mumbai,Home & Kitchen,16868.97,1.0,2025-04-12,Credit Card,1.0,App
CUST1110,Ananya Nair,57.0,female,Mumbai,Books,11161.36,2.0,06-09-2025,COD,4.0,Referral
CUST1256,Arjun Chopra,55.0,M,Mumbai ,Sports,18289.47,,2025-05-03,Cash on Delivery,2.0,Website
CUST1439,Diya Iyer,64.0,male,Kolkata,Home & Kitchen,4949.02,3.0,08-05-2025,UPI,6.0,
CUST1375,Vivaan Mehta,24.0,female,,Books,20896.58,1.0,24-10-2025,UPI,4.0,
CUST1206,Sanjay Singh,62.0,M,bangalore,Clothing,16395.33,,2025-11-29,Debit Card,4.0,Website
CUST1511,Sanjay Pillai,63.0,Male,Lucknow,Toys,24049.18,1.0,14-03-2025,Net Banking,,App
CUST1148,Ananya Gupta,46.0,female,Ahmedabad,Clothing,20291.25,,13-06-2025,credit card,2.0,App
CUST1007,Meera Nair,47.0,M,bangalore,Home & Kitchen,17162.66,,2025-01-29,Credit Card,5.0,Website
CUST1506,Ritika Sharma,33.0,female,Lucknow,Sports,15686.58,3.0,15/07/2025,UPI ,4.0,App
CUST1291,Pooja Pillai,27.0,M,Bengaluru,Sports,2327.56,,05-12-2025,COD,4.0,Website
CUST1412,Arjun Kapoor,63.0,male,bangalore,Sports,6890.52,2.0,05-07-2025,COD,4.0,App
CUST1444,Aarav Rao,53.0,male,Lucknow,Grocery,2493.04,2.0,2025-07-02,UPI,5.0,Referral
CUST1408,Nikhil Nair,21.0,,Chennai,Toys,20998.45,1.0,19-08-2025,credit card,5.0,Referral
CUST1359,Pooja Malhotra,59.0,female,bangalore,Grocery,740.26,3.0,2025-06-19,Debit Card,2.0,Website
CUST1500,Neha Singh,57.0,male,Delhi,Toys,9687.84,1.0,17-04-2025,UPI ,4.0,App
CUST1260,Ishaan Rao,,female,Mumbai ,Clothing,5825.85,2.0,2025-01-02,Credit Card,4.0,Website
CUST1283,Neha Pillai,59.0,Female,Mumbai ,Beauty,5697.44,2.0,31/03/2025,Net Banking,5.0,App
CUST1123,Sara Kapoor,42.0,,Pune,Electronics,19762.29,3.0,2025-06-21,credit card,2.0,App
CUST1079,Ritika Malhotra,20.0,female,Ahmedabad,Sports,9744.06,3.0,2025-11-30,COD,1.0,App
CUST1571,Anjali Menon,50.0,female,Pune,Sports,3826.46,,07/08/2025,UPI ,5.0,Website
CUST1321,Ananya Mehta,49.0,,Hyderabad,Grocery,23709.9,,2025-07-26,Cash on Delivery,4.0,
CUST1593,Karan Chopra,,Male,Mumbai ,Grocery,1758.05,1.0,2025-06-23,UPI ,2.0,App
CUST1152,Vikram Joshi,26.0,female,Lucknow,Grocery,19229.37,1.0,10-08-2025,Credit Card,2.0,App
CUST1376,Karan Joshi,55.0,male,Chennai,Sports,24320.95,1.0,22/09/2025,credit card,5.0,Website
CUST1300,Aryan Mehta,62.0,Male,Mumbai ,Toys,23032.75,1.0,11/01/2025,Net Banking,5.0,Referral
CUST1454,Sara Reddy,36.0,M,Mumbai ,Clothing,7732.18,2.0,12/01/2025,Cash on Delivery,6.0,App
CUST1586,SARA RAO,20.0,M,bangalore,Electronics,18900.57,,05-03-2025,Cash on Delivery,4.0,App
CUST1164,Anjali Desai,43.0,Male,Bengaluru,Electronics,3555.35,1.0,31-08-2025,COD,3.0,App
CUST1522,Pooja Sharma,61.0,,Mumbai,Electronics,10369.53,2.0,23-02-2025,COD,5.0,App
CUST1397,Ritika Sharma,48.0,M,Mumbai,Sports,15896.5,1.0,13-12-2025,Cash on Delivery,5.0,Website
CUST1326,Kabir Joshi,63.0,M,Delhi,Electronics,13771.25,1.0,19/12/2025,credit card,4.0,Website
CUST1404,Diya Mehta,,,Chennai,Grocery,13781.8,1.0,18/05/2025,credit card,5.0,App
CUST1266,Sara Singh,51.0,female,Pune,Toys,24367.69,1.0,2025-10-25,UPI,4.0,Website
CUST1552,Riya Iyer,46.0,Female,Mumbai,Electronics,17375.02,2.0,2025-04-22,credit card,5.0,App
CUST1148,Ananya Gupta,46.0,female,Ahmedabad,Clothing,20291.25,,13-06-2025,credit card,2.0,App
CUST1425,Aryan Rao,42.0,Male,delhi,Home & Kitchen,9712.23,2.0,07-05-2025,Credit Card,4.0,Website
CUST1525,Sara Gupta,58.0,M,delhi,Sports,17351.7,3.0,15/06/2025,UPI,2.0,Referral
CUST1302,Rahul Gupta,30.0,Female,,Sports,18562.48,,22/09/2025,Credit Card,6.0,App
CUST1279,Meera Bose,38.0,male,Bengaluru,Beauty,23696.83,2.0,14-03-2025,Cash on Delivery,,App
CUST1144,Tanya Verma,22.0,M,Jaipur,Grocery,23826.82,1.0,08-11-2025,COD,1.0,App
CUST1466,Ishaan Patel,32.0,F,delhi,Electronics,23147.06,2.0,24-04-2025,Cash on Delivery,4.0,Website
CUST1470,Neha Kapoor,57.0,female,Jaipur,Grocery,11669.94,3.0,2025-08-20,Debit Card,3.0,App
CUST1200,Sanjay Malhotra,36.0,Female,Pune,Home & Kitchen,9589.02,,06/05/2025,credit card,5.0,Website
CUST1042,Nikhil Sharma,24.0,Female,Delhi,Toys,1397.93,1.0,04/03/2025,UPI,,
CUST1457,Aarav Kapoor,59.0,Female,Kolkata,Clothing,22611.22,2.0,02-11-2025,Debit Card,3.0,App
CUST1574,Yash Chopra,23.0,F,bangalore,Books,10450.67,2.0,25-08-2025,UPI,4.0,App
CUST1518,Rahul Nair,,female,,Beauty,1500.0,1.0,2025-03-01,UPI,,Website
CUST1365,Aryan Desai,27.0,Female,Hyderabad,Books,4979.01,1.0,10-12-2025,Credit Card,6.0,Website
CUST1232,Neha Menon,,F,Kolkata,Grocery,12243.75,2.0,22-12-2025,UPI,6.0,App
CUST1246,Karan Kapoor,64.0,F,bangalore,Clothing,17636.9,1.0,20/04/2025,Debit Card,3.0,App
CUST1434,Ritika Joshi,57.0,M,Mumbai ,Clothing,16508.49,2.0,2025-07-18,COD,6.0,App
CUST1314,Priya Singh,65.0,F,delhi,Beauty,9386.31,2.0,31/05/2025,Debit Card,,Website
CUST1168,Meera Verma,54.0,Female,Bengaluru,Toys,7945.26,1.0,31-07-2025,Cash on Delivery,4.0,App
CUST1333,Diya Malhotra,46.0,Male,Chennai,Beauty,457.15,,14-12-2025,Cash on Delivery,5.0,App
CUST1159,Sneha Chopra,57.0,Female,,Grocery,20364.92,2.0,2025-06-10,UPI,,App
CUST1495,Vivaan Reddy,19.0,female,Bengaluru,Clothing,9682.45,1.0,07/08/2025,UPI,,App
CUST1264,Priya Bose,49.0,female,Jaipur,Home & Kitchen,3891.57,2.0,2025-01-13,credit card,1.0,Referral
CUST1427,Diya Rao,48.0,Female,Pune,Electronics,21611.89,1.0,2025-02-27,UPI ,5.0,Website
CUST1030,Neha Kulkarni,18.0,Male,Mumbai ,Grocery,13707.92,,09-07-2025,UPI,4.0,App
CUST1239,Rohan Menon,52.0,M,Mumbai ,Books,7339.93,1.0,21-09-2025,Debit Card,3.0,Website
CUST1251,Aditya Singh,,male,Mumbai ,Books,19507.4,3.0,14-01-2025,Net Banking,4.0,App
CUST1163,Dev Menon,,Male,Delhi,Clothing,9938.51,,23-06-2025,credit card,3.0,App
CUST1150,Tanya Pillai,19.0,male,Lucknow,Beauty,11765.04,2.0,08-03-2025,Debit Card,2.0,Referral
CUST1227,Tanya Nair,65.0,male,Delhi,Grocery,8375.09,2.0,2025-08-25,UPI ,3.0,App
CUST1354,Meera Nair,51.0,,Jaipur,Grocery,10485.89,2.0,2025-07-26,credit card,4.0,App
CUST1554,Yash Reddy,63.0,Female,delhi,Beauty,15726.25,3.0,2025-11-21,Debit Card,4.0,
CUST1095,Neha Rao,20.0,Female,Ahmedabad,Toys,23771.3,,2025-07-05,credit card,6.0,
CUST1441,Pooja Chopra,50.0,female,Delhi,Toys,23347.97,1.0,09/10/2025,credit card,4.0,
CUST1552,RIYA IYER,46.0,Female,Mumbai,Electronics,17375.02,2.0,2025-04-22,credit card,5.0,App
CUST1222,Karan Kulkarni,50.0,male,Bengaluru,Beauty,17585.61,,02-10-2025,Debit Card,2.0,App
CUST1086,Priya Bose,37.0,female,Chennai,Toys,21155.8,1.0,16/07/2025,Debit Card,4.0,Website
CUST1389,Priya Chopra,65.0,,,Clothing,18733.18,2.0,2025-12-25,Debit Card,4.0,App
CUST1188,Aman Chopra,42.0,female,bangalore,Grocery,16390.32,1.0,2025-03-02,UPI ,6.0,App
CUST1090,Ananya Kulkarni,41.0,male,Chennai,Grocery,6535.71,,04/09/2025,credit card,2.0,Website
CUST1370,ARYAN KULKARNI,30.0,female,bangalore,Clothing,18226.52,1.0,17-09-2025,Credit Card,4.0,App
CUST1035,Aarav Iyer,34.0,male,Chennai,Electronics,2843.8,2.0,26-06-2025,credit card,4.0,App
CUST1218,Arjun Malhotra,,Female,Chennai,Beauty,15139.8,3.0,13/04/2025,credit card,3.0,Website
CUST1073,Dev Sharma,60.0,F,Kolkata,Electronics,4811.43,1.0,15/11/2025,COD,1.0,App
CUST1306,Karan Verma,,,Hyderabad,Home & Kitchen,16237.39,3.0,16/04/2025,UPI ,6.0,Website
CUST1221,Riya Reddy,58.0,Female,Chennai,Grocery,17923.62,,2025-07-13,COD,,App
CUST1543,Meera Bhat,58.0,M,Bengaluru,Home & Kitchen,2950.08,1.0,17/12/2025,COD,3.0,App
CUST1555,Arjun Desai,20.0,F,delhi,Books,17496.67,2.0,05-10-2025,Cash on Delivery,2.0,App
CUST1396,Aryan Kulkarni,54.0,female,Ahmedabad,Sports,14144.74,,05/05/2025,COD,,App
CUST1395,Sanjay Sharma,34.0,F,Jaipur,Clothing,14031.97,2.0,31/05/2025,Debit Card,6.0,Referral
CUST1111,Kabir Desai,25.0,F,Mumbai,Books,17003.71,2.0,07-09-2025,Net Banking,1.0,App
CUST1368,Sanjay Joshi,38.0,Female,Bengaluru,Beauty,6267.45,1.0,31-12-2025,UPI ,5.0,Referral
CUST1413,Ishaan Sharma,26.0,female,Chennai,Clothing,5382.7,2.0,2025-02-22,Debit Card,,App
CUST1013,Pooja Desai,,M,Ahmedabad,Electronics,2929.91,1.0,2025-06-07,Credit Card,4.0,App
CUST1545,Ishaan Nair,19.0,male,Mumbai,Clothing,22392.72,3.0,16-08-2025,credit card,4.0,App
CUST1344,Neha Menon,62.0,M,Kolkata,Beauty,24266.72,2.0,2025-03-10,UPI ,6.0,Referral
CUST1199,Riya Mehta,31.0,M,Kolkata,Electronics,14128.74,1.0,2025-03-16,Net Banking,6.0,App
CUST1214,Diya Reddy,23.0,F,Ahmedabad,Sports,2716.83,1.0,01-07-2025,Debit Card,5.0,Website
