CustomerID,CustomerName,Age,Gender,City,ProductCategory,Price,Quantity,OrderDate,PaymentMode,Rating,SignupChannel,TotalAmount
CUST1198,Pooja Mehta,36,Female,Jaipur,Beauty,7814.29,1,2025-09-20,Cash On Delivery,2,Unknown,7814.29
CUST1320,Sanjay Kapoor,28,Unknown,Bengaluru,Books,23719.31,2,2025-09-24,Credit Card,4,Unknown,47438.62
CUST1072,Nikhil Pillai,36,Unknown,Delhi,Electronics,11452.42,1,2025-05-10,Debit Card,4,App,11452.42
CUST1379,Riya Pillai,43,Female,Bangalore,Sports,707.78,1,2025-03-07,UPI,3,Unknown,707.78
CUST1456,Vivaan Kapoor,43,Male,Bengaluru,Toys,16420.73,1,2025-02-04,Net Banking,5,Website,16420.73
CUST1573,Aryan Malhotra,64,Female,Unknown,Clothing,3719.44,1,2025-09-01,Credit Card,2,App,3719.44
CUST1323,Anjali Verma,56,Female,Mumbai,Electronics,1348.64,1,2025-08-02,UPI,2,App,1348.64
CUST1581,Tanya Kapoor,35,Male,Jaipur,Beauty,20609.37,1,2025-03-12,Net Banking,5,Website,20609.37
CUST1486,Aman Malhotra,65,Unknown,Jaipur,Books,14188.82,3,2025-06-11,Credit Card,4,App,42566.46
CUST1528,Aditya Gupta,54,Unknown,Ahmedabad,Electronics,22428.33,1,2025-12-01,Credit Card,1,Unknown,22428.33
CUST1016,Meera Gupta,39,Male,Jaipur,Home & Kitchen,14772.74,1,2025-02-06,Credit Card,4,Website,14772.74
CUST1267,Sanjay Bose,21,Female,Delhi,Home & Kitchen,7398.15,1,2025-06-11,Credit Card,5,Website,7398.15
CUST1586,Sara Rao,20,Male,Bangalore,Electronics,18900.57,1,2025-03-05,Cash On Delivery,4,App,18900.57
CUST1447,Priya Malhotra,44,Unknown,Delhi,Home & Kitchen,18729.81,1,2025-05-11,UPI,1,Referral,18729.81
CUST1359,Pooja Malhotra,59,Female,Bangalore,Grocery,740.26,3,2025-06-19,Debit Card,2,Website,2220.78
CUST1540,Aarav Pillai,23,Male,Delhi,Clothing,17712.52,2,2025-05-26,Cash On Delivery,3,App,35425.04
CUST1201,Simran Pillai,47,Female,Delhi,Beauty,4356.25,3,2025-10-07,UPI,4,Unknown,13068.75
CUST1136,Neha Sharma,57,Female,Lucknow,Sports,4804.75,3,2025-02-13,Credit Card,2,App,14414.25
CUST1549,Meera Kapoor,56,Unknown,Delhi,Grocery,14516.32,2,2025-04-28,UPI,4,Website,29032.64
CUST1332,Kavya Bhat,43,Female,Delhi,Beauty,15342.26,1,2025-12-17,UPI,4,Website,15342.26
CUST1367,Kavya Singh,24,Male,Mumbai,Home & Kitchen,8046.98,2,2025-06-18,Net Banking,3,App,16093.96
CUST1449,Sanjay Desai,23,Female,Chennai,Sports,3828.11,1,2025-02-12,Credit Card,4,Website,3828.11
CUST1182,Sara Kapoor,43,Female,Hyderabad,Grocery,12032.82,2,2025-11-07,UPI,4,Website,24065.64
CUST1228,Rahul Malhotra,43,Female,Lucknow,Home & Kitchen,11321.94,2,2025-07-19,Cash On Delivery,4,Referral,22643.88
CUST1595,Anjali Chopra,49,Male,Delhi,Toys,2834.71,1,2025-09-08,Cash On Delivery,3,Website,2834.71
CUST1105,Aditya Malhotra,24,Unknown,Delhi,Electronics,14723.66,2,2025-10-15,Debit Card,4,Referral,29447.32
CUST1270,Dev Mehta,27,Female,Hyderabad,Beauty,9996.67,1,2025-12-13,Net Banking,3,Website,9996.67
CUST1313,Aryan Kulkarni,29,Male,Ahmedabad,Grocery,18561.83,3,2025-10-14,Credit Card,2,App,55685.49
CUST1242,Riya Mehta,55,Unknown,Delhi,Clothing,18313.66,2,2025-11-22,Credit Card,2,App,36627.32
CUST1295,Neha Kulkarni,61,Male,Hyderabad,Toys,7576.47,2,2025-01-18,UPI,2,Website,15152.94
CUST1204,Pooja Kulkarni,44,Male,Jaipur,Books,13463.09,1,2025-01-09,UPI,3,Website,13463.09
CUST1569,Sneha Sharma,43,Unknown,Hyderabad,Toys,9031.23,1,2025-01-29,Cash On Delivery,4,App,9031.23
CUST1084,Ananya Singh,51,Male,Bangalore,Grocery,4374.09,1,2025-11-09,Cash On Delivery,4,App,4374.09
CUST1119,Sara Bose,43,Male,Unknown,Beauty,3901.29,1,2025-08-29,Net Banking,5,App,3901.29
CUST1503,Kavya Verma,23,Unknown,Delhi,Electronics,18963.38,3,2025-03-18,Net Banking,4,App,56890.14
CUST1167,Riya Rao,43,Male,Hyderabad,Electronics,14650.55,1,2025-09-26,UPI,3,Unknown,14650.55
CUST1327,Aarav Gupta,43,Female,Ahmedabad,Grocery,23743.73,1,2025-09-19,Debit Card,5,Unknown,23743.73
CUST1190,Rohan Patel,64,Male,Delhi,Sports,15430.84,1,2025-04-05,Debit Card,2,App,15430.84
CUST1578,Neha Rao,58,Female,Unknown,Clothing,9424.08,3,2025-10-22,Net Banking,3,App,28272.24
CUST1529,Karan Rao,27,Female,Lucknow,Electronics,12957.27,1,2025-09-09,UPI,4,Unknown,12957.27
CUST1093,Aditya Bhat,62,Female,Kolkata,Clothing,3623.46,1,2025-06-05,Debit Card,2,App,3623.46
CUST1262,Neha Mehta,35,Male,Pune,Clothing,12625.72,1,2025-02-04,Credit Card,4,Website,12625.72
CUST1139,Riya Nair,26,Female,Delhi,Toys,1069.05,1,2025-01-23,Credit Card,5,Referral,1069.05
CUST1277,Arjun Menon,32,Unknown,Delhi,Books,1605.99,2,2025-09-29,Cash On Delivery,3,Website,3211.98
CUST1057,Ishaan Pillai,31,Unknown,Chennai,Beauty,7099.51,2,2025-12-26,Credit Card,4,App,14199.02
CUST1544,Kavya Verma,21,Male,Hyderabad,Sports,6396.84,2,2025-08-21,Debit Card,1,App,12793.68
CUST1089,Rahul Verma,37,Male,Lucknow,Beauty,18349.14,1,2025-06-01,UPI,3,App,18349.14
CUST1426,Simran Iyer,51,Female,Kolkata,Books,23414.95,1,2025-11-19,Credit Card,4,App,23414.95
CUST1363,Pooja Singh,26,Unknown,Delhi,Books,24009.34,1,2025-06-02,Credit Card,1,App,24009.34
CUST1281,Kabir Reddy,39,Unknown,Unknown,Beauty,1629.97,1,2025-10-28,UPI,2,App,1629.97
CUST1140,Vikram Chopra,52,Male,Bengaluru,Home & Kitchen,7259.86,1,2025-01-25,Credit Card,5,Website,7259.86
CUST1523,Simran Kapoor,34,Male,Bengaluru,Clothing,1563.52,2,2025-03-12,Debit Card,2,Website,3127.04
CUST1288,Aditya Verma,36,Male,Chennai,Clothing,1993.88,1,2025-12-07,Debit Card,4,Website,1993.88
CUST1305,Riya Menon,46,Unknown,Ahmedabad,Beauty,8704.59,1,2025-05-13,Debit Card,5,Website,8704.59
CUST1024,Aryan Bose,43,Male,Bengaluru,Clothing,10567.74,2,2025-10-17,Credit Card,5,App,21135.48
CUST1165,Aryan Desai,26,Male,Pune,Grocery,9914.92,2,2025-06-03,Credit Card,4,App,19829.84
CUST1599,Neha Reddy,37,Female,Delhi,Clothing,14286.05,2,2025-12-04,Cash On Delivery,4,App,28572.1
CUST1580,Sneha Desai,58,Male,Hyderabad,Grocery,19152.53,2,2025-03-27,Credit Card,5,Unknown,38305.06
CUST1129,Pooja Singh,37,Unknown,Hyderabad,Beauty,17005.92,2,2025-08-14,Net Banking,4,App,34011.84
CUST1438,Simran Malhotra,41,Unknown,Lucknow,Books,13296.17,3,2025-02-06,Debit Card,4,App,39888.51
CUST1241,Sanjay Rao,58,Female,Ahmedabad,Clothing,15895.65,1,2025-02-17,Net Banking,5,Website,15895.65
CUST1530,Yash Gupta,52,Male,Kolkata,Toys,3161.91,2,2025-07-03,Net Banking,4,Website,6323.82
CUST1435,Anjali Kapoor,38,Female,Pune,Clothing,2541.97,3,2025-04-02,UPI,3,Website,7625.91
CUST1263,Aryan Bhat,36,Male,Mumbai,Toys,348.03,1,2025-05-30,Net Banking,4,Website,348.03
CUST1099,Sanjay Mehta,19,Male,Bengaluru,Grocery,18581.69,2,2025-02-28,Debit Card,4,Website,37163.38
CUST1443,Aarav Verma,43,Male,Jaipur,Grocery,24836.29,1,2025-01-04,Cash On Delivery,4,Referral,24836.29
CUST1471,Aryan Kulkarni,26,Female,Pune,Toys,769.07,2,2025-10-30,Cash On Delivery,4,Website,1538.14
CUST1558,Yash Bose,62,Unknown,Mumbai,Home & Kitchen,8113.53,1,2025-09-15,UPI,5,Website,8113.53
CUST1464,Diya Reddy,29,Unknown,Lucknow,Books,15199.27,2,2025-04-29,Cash On Delivery,4,Unknown,30398.54
CUST1203,Ananya Sharma,31,Female,Pune,Electronics,15503.21,3,2025-11-12,Cash On Delivery,1,Website,46509.63
CUST1004,Priya Joshi,56,Unknown,Bengaluru,Toys,13475.27,2,2025-02-10,Net Banking,5,App,26950.54
CUST1392,Rahul Pillai,46,Female,Unknown,Books,4989.45,1,2025-11-03,Cash On Delivery,3,Unknown,4989.45
CUST1576,Tanya Sharma,27,Male,Bangalore,Toys,3235.8,3,2025-05-28,UPI,4,Unknown,9707.4
CUST1147,Karan Kulkarni,25,Unknown,Chennai,Toys,5482.08,2,2025-05-27,Cash On Delivery,4,Website,10964.16
CUST1329,Simran Iyer,24,Male,Unknown,Grocery,16634.37,1,2025-06-18,Cash On Delivery,5,Unknown,16634.37
CUST1020,Tanya Kulkarni,24,Female,Jaipur,Electronics,24229.56,1,2025-02-05,UPI,4,Website,24229.56
CUST1568,Yash Bose,60,Unknown,Lucknow,Toys,8566.31,1,2025-03-09,UPI,4,Website,8566.31
CUST1261,Riya Joshi,42,Female,Unknown,Electronics,13888.69,3,2025-12-02,Cash On Delivery,5,App,41666.07
CUST1299,Karan Pillai,43,Female,Bengaluru,Grocery,6994.04,1,2025-11-13,UPI,1,Website,6994.04
CUST1469,Karan Verma,53,Male,Delhi,Electronics,4867.78,2,2025-07-23,Net Banking,4,App,9735.56
CUST1400,Simran Singh,34,Female,Hyderabad,Home & Kitchen,20932.92,1,2025-03-21,Debit Card,2,Unknown,20932.92
CUST1191,Vivaan Bhat,56,Female,Mumbai,Electronics,10146.29,1,2025-04-10,Credit Card,3,App,10146.29
CUST1597,Kavya Desai,49,Female,Chennai,Toys,12332.72,1,2025-10-05,Credit Card,1,Website,12332.72
CUST1197,Riya Patel,39,Male,Hyderabad,Home & Kitchen,24057.63,1,2025-03-09,Cash On Delivery,4,App,24057.63
CUST1141,Tanya Joshi,45,Female,Ahmedabad,Sports,8575.06,1,2025-09-12,Cash On Delivery,5,App,8575.06
CUST1083,Yash Iyer,46,Female,Chennai,Electronics,1292.88,1,2025-01-29,Credit Card,5,Website,1292.88
CUST1403,Karan Nair,47,Female,Jaipur,Toys,7993.93,1,2025-01-07,Cash On Delivery,4,App,7993.93
CUST1589,Ritika Pillai,43,Female,Ahmedabad,Clothing,4644.09,1,2025-07-14,Cash On Delivery,4,App,4644.09
CUST1085,Ananya Singh,47,Female,Chennai,Electronics,22487.88,2,2025-05-28,UPI,2,Website,44975.76
CUST1353,Anjali Verma,43,Unknown,Bangalore,Books,12340.19,2,2025-10-09,Debit Card,5,App,24680.38
CUST1596,Diya Verma,22,Female,Bengaluru,Grocery,9658.43,3,2025-06-17,Net Banking,2,Website,28975.29
CUST1180,Ananya Pillai,38,Male,Chennai,Sports,6002.7,1,2025-05-17,Net Banking,1,Referral,6002.7
CUST1100,Yash Joshi,43,Male,Ahmedabad,Home & Kitchen,23643.58,1,2025-12-04,Net Banking,4,Unknown,23643.58
CUST1362,Diya Kapoor,61,Male,Mumbai,Books,19167.06,2,2025-07-15,Credit Card,4,App,38334.12
CUST1075,Aarav Kulkarni,44,Female,Unknown,Clothing,11616.98,1,2025-11-28,Cash On Delivery,5,App,11616.98
CUST1008,Rohan Gupta,43,Female,Pune,Home & Kitchen,16437.65,2,2025-11-26,UPI,5,App,32875.3
CUST1274,Karan Malhotra,29,Female,Delhi,Books,7104.39,1,2025-01-18,Cash On Delivery,5,Website,7104.39
CUST1280,Sneha Nair,49,Male,Bengaluru,Home & Kitchen,15101.32,1,2025-09-27,Credit Card,5,App,15101.32
CUST1155,Anjali Menon,43,Male,Unknown,Electronics,2168.39,3,2025-10-23,Cash On Delivery,4,App,6505.17
CUST1405,Riya Malhotra,31,Female,Delhi,Beauty,9222.19,2,2025-05-24,UPI,3,App,18444.38
CUST1192,Sneha Singh,43,Male,Lucknow,Beauty,6037.07,1,2025-12-05,Cash On Delivery,4,Referral,6037.07
CUST1572,Sneha Joshi,40,Female,Unknown,Clothing,5510.02,2,2025-08-01,Net Banking,3,Unknown,11020.04
CUST1401,Kavya Pillai,57,Unknown,Unknown,Electronics,21223.06,1,2025-11-14,Cash On Delivery,5,Website,21223.06
CUST1463,Dev Reddy,64,Unknown,Pune,Sports,24035.73,1,2025-08-15,Net Banking,3,App,24035.73
CUST1051,Aditya Verma,19,Female,Unknown,Electronics,15590.19,1,2025-03-06,Debit Card,4,Website,15590.19
CUST1039,Dev Sharma,37,Female,Kolkata,Beauty,11704.96,2,2025-12-12,Cash On Delivery,3,Unknown,23409.92
CUST1209,Aarav Patel,55,Unknown,Unknown,Sports,23232.54,1,2025-03-25,Cash On Delivery,4,Unknown,23232.54
CUST1006,Dev Joshi,28,Male,Hyderabad,Books,17590.23,3,2025-11-28,UPI,4,Unknown,52770.69
CUST1076,Nikhil Rao,44,Female,Hyderabad,Toys,13848.94,2,2025-04-08,UPI,2,Referral,27697.88
CUST1249,Sanjay Sharma,57,Female,Pune,Home & Kitchen,15757.79,1,2025-07-30,Cash On Delivery,4,Website,15757.79
CUST1048,Rohan Malhotra,49,Female,Pune,Sports,18145.91,1,2025-08-28,Credit Card,4,App,18145.91
CUST1303,Aditya Kapoor,63,Female,Delhi,Electronics,4467.37,1,2025-04-13,Cash On Delivery,1,Website,4467.37
CUST1071,Sanjay Malhotra,58,Male,Ahmedabad,Beauty,10297.45,1,2025-10-12,UPI,5,Website,10297.45
CUST1226,Diya Bhat,64,Male,Mumbai,Books,1260.37,3,2025-02-28,Credit Card,2,Unknown,3781.11
CUST1287,Riya Chopra,40,Female,Mumbai,Toys,19749.94,2,2025-11-30,Cash On Delivery,3,Website,39499.88
CUST1012,Aarav Rao,50,Male,Mumbai,Books,21065.48,2,2025-08-11,UPI,5,App,42130.96
CUST1402,Ishaan Desai,35,Female,Delhi,Grocery,1495.58,1,2025-08-05,Credit Card,4,Referral,1495.58
CUST1151,Karan Pillai,51,Unknown,Kolkata,Clothing,3264.37,1,2025-11-25,Cash On Delivery,4,Unknown,3264.37
CUST1419,Aarav Malhotra,43,Female,Delhi,Electronics,13773.07,1,2025-07-30,UPI,4,App,13773.07
CUST1116,Sanjay Chopra,51,Female,Unknown,Books,18683.25,1,2025-06-20,Debit Card,4,Unknown,18683.25
CUST1282,Ritika Joshi,22,Female,Bangalore,Sports,14712.51,1,2025-06-04,UPI,3,Unknown,14712.51
CUST1254,Ishaan Pillai,22,Male,Mumbai,Electronics,6665.3,1,2025-01-31,Net Banking,4,Website,6665.3
CUST1196,Aditya Kulkarni,64,Male,Chennai,Sports,16890.75,2,2025-01-21,Cash On Delivery,4,App,33781.5
CUST1591,Riya Iyer,42,Female,Lucknow,Books,17223.11,1,2025-08-16,UPI,5,Website,17223.11
CUST1066,Kabir Rao,60,Female,Hyderabad,Grocery,13867.01,1,2025-01-02,Cash On Delivery,4,Referral,13867.01
CUST1410,Yash Kapoor,40,Female,Jaipur,Toys,19402.4,2,2025-02-10,Net Banking,4,Unknown,38804.8
CUST1428,Ishaan Rao,55,Female,Delhi,Home & Kitchen,371.91,1,2025-10-25,Cash On Delivery,3,Referral,371.91
CUST1220,Pooja Nair,61,Male,Mumbai,Toys,23582.93,1,2025-08-13,Debit Card,4,Unknown,23582.93
CUST1370,Aryan Kulkarni,30,Female,Bangalore,Clothing,18226.52,1,2025-09-17,Credit Card,4,App,18226.52
CUST1382,Ishaan Mehta,43,Male,Mumbai,Home & Kitchen,9548.55,1,2025-02-25,Cash On Delivery,4,App,9548.55
CUST1070,Aditya Singh,43,Male,Bengaluru,Books,14469.74,1,2025-03-31,Cash On Delivery,5,App,14469.74
CUST1094,Aryan Kulkarni,26,Female,Pune,Sports,14745.41,3,2025-03-21,Debit Card,4,App,44236.23
CUST1069,Aman Kapoor,62,Male,Jaipur,Toys,11028.31,2,2025-01-21,Credit Card,5,Website,22056.62
CUST1022,Nikhil Pillai,27,Male,Hyderabad,Electronics,14542.63,2,2025-02-01,Credit Card,1,Website,29085.26
CUST1078,Pooja Pillai,40,Male,Delhi,Sports,11465.31,1,2025-04-07,Cash On Delivery,4,App,11465.31
CUST1514,Sara Menon,65,Female,Delhi,Books,1676.23,2,2025-10-24,Credit Card,5,Unknown,3352.46
CUST1459,Rahul Kapoor,33,Male,Delhi,Electronics,15700.94,2,2025-01-16,Net Banking,4,App,31401.88
CUST1237,Neha Iyer,65,Male,Unknown,Electronics,11325.85,1,2025-02-14,Debit Card,4,App,11325.85
CUST1446,Ishaan Pillai,43,Unknown,Mumbai,Books,1078.68,1,2025-10-23,Debit Card,1,Referral,1078.68
CUST1315,Ritika Bose,43,Male,Ahmedabad,Home & Kitchen,12586.86,1,2025-12-15,Net Banking,4,Website,12586.86
CUST1126,Priya Sharma,41,Female,Hyderabad,Beauty,23699.56,2,2025-09-04,UPI,3,Website,47399.12
CUST1229,Yash Gupta,54,Unknown,Unknown,Grocery,9239.96,1,2025-08-23,Net Banking,4,App,9239.96
CUST1440,Pooja Malhotra,65,Unknown,Bangalore,Beauty,16911.14,3,2025-12-07,Debit Card,3,App,50733.42
CUST1043,Vikram Kulkarni,56,Unknown,Ahmedabad,Sports,20789.64,2,2025-08-17,Cash On Delivery,4,Referral,41579.28
CUST1005,Kabir Gupta,20,Unknown,Chennai,Clothing,21404.65,1,2025-02-21,Net Banking,4,Unknown,21404.65
CUST1378,Ishaan Nair,43,Female,Unknown,Clothing,16578.57,2,2025-06-19,Debit Card,4,Unknown,33157.14
CUST1488,Anjali Iyer,37,Female,Bengaluru,Books,10434.66,2,2025-05-02,Cash On Delivery,5,App,20869.32
CUST1065,Karan Bhat,46,Unknown,Lucknow,Sports,7738.7,2,2025-01-31,Debit Card,4,Unknown,15477.4
CUST1040,Aditya Kapoor,43,Male,Mumbai,Home & Kitchen,16868.97,1,2025-12-04,Credit Card,1,App,16868.97
CUST1110,Ananya Nair,57,Female,Mumbai,Books,11161.36,2,2025-09-06,Cash On Delivery,4,Referral,22322.72
CUST1256,Arjun Chopra,55,Male,Mumbai,Sports,18289.47,1,2025-03-05,Cash On Delivery,2,Website,18289.47
CUST1375,Vivaan Mehta,24,Female,Unknown,Books,20896.58,1,2025-10-24,UPI,4,Unknown,20896.58
CUST1206,Sanjay Singh,62,Male,Bangalore,Clothing,16395.33,1,2025-11-29,Debit Card,4,Website,16395.33
CUST1511,Sanjay Pillai,63,Male,Lucknow,Toys,24049.18,1,2025-03-14,Net Banking,4,App,24049.18
CUST1148,Ananya Gupta,46,Female,Ahmedabad,Clothing,20291.25,1,2025-06-13,Credit Card,2,App,20291.25
CUST1007,Meera Nair,47,Male,Bangalore,Home & Kitchen,17162.66,1,2025-01-29,Credit Card,5,Website,17162.66
CUST1506,Ritika Sharma,33,Female,Lucknow,Sports,15686.58,3,2025-07-15,UPI,4,App,47059.74
CUST1291,Pooja Pillai,27,Male,Bengaluru,Sports,2327.56,1,2025-12-05,Cash On Delivery,4,Website,2327.56
CUST1412,Arjun Kapoor,63,Male,Bangalore,Sports,6890.52,2,2025-07-05,Cash On Delivery,4,App,13781.04
CUST1444,Aarav Rao,53,Male,Lucknow,Grocery,2493.04,2,2025-02-07,UPI,5,Referral,4986.08
CUST1408,Nikhil Nair,21,Unknown,Chennai,Toys,20998.45,1,2025-08-19,Credit Card,5,Referral,20998.45
CUST1500,Neha Singh,57,Male,Delhi,Toys,9687.84,1,2025-04-17,UPI,4,App,9687.84
CUST1260,Ishaan Rao,43,Female,Mumbai,Clothing,5825.85,2,2025-02-01,Credit Card,4,Website,11651.7
CUST1283,Neha Pillai,59,Female,Mumbai,Beauty,5697.44,2,2025-03-31,Net Banking,5,App,11394.88
CUST1123,Sara Kapoor,42,Unknown,Pune,Electronics,19762.29,3,2025-06-21,Credit Card,2,App,59286.87
CUST1079,Ritika Malhotra,20,Female,Ahmedabad,Sports,9744.06,3,2025-11-30,Cash On Delivery,1,App,29232.18
CUST1571,Anjali Menon,50,Female,Pune,Sports,3826.46,1,2025-08-07,UPI,5,Website,3826.46
CUST1321,Ananya Mehta,49,Unknown,Hyderabad,Grocery,23709.9,1,2025-07-26,Cash On Delivery,4,Unknown,23709.9
CUST1593,Karan Chopra,43,Male,Mumbai,Grocery,1758.05,1,2025-06-23,UPI,2,App,1758.05
CUST1152,Vikram Joshi,26,Female,Lucknow,Grocery,19229.37,1,2025-08-10,Credit Card,2,App,19229.37
CUST1376,Karan Joshi,55,Male,Chennai,Sports,24320.95,1,2025-09-22,Credit Card,5,Website,24320.95
CUST1300,Aryan Mehta,62,Male,Mumbai,Toys,23032.75,1,2025-01-11,Net Banking,5,Referral,23032.75
CUST1454,Sara Reddy,36,Male,Mumbai,Clothing,7732.18,2,2025-01-12,Cash On Delivery,4,App,15464.36
CUST1164,Anjali Desai,43,Male,Bengaluru,Electronics,3555.35,1,2025-08-31,Cash On Delivery,3,App,3555.35
CUST1522,Pooja Sharma,61,Unknown,Mumbai,Electronics,10369.53,2,2025-02-23,Cash On Delivery,5,App,20739.06
CUST1397,Ritika Sharma,48,Male,Mumbai,Sports,15896.5,1,2025-12-13,Cash On Delivery,5,Website,15896.5
CUST1326,Kabir Joshi,63,Male,Delhi,Electronics,13771.25,1,2025-12-19,Credit Card,4,Website,13771.25
CUST1404,Diya Mehta,43,Unknown,Chennai,Grocery,13781.8,1,2025-05-18,Credit Card,5,App,13781.8
CUST1266,Sara Singh,51,Female,Pune,Toys,24367.69,1,2025-10-25,UPI,4,Website,24367.69
CUST1552,Riya Iyer,46,Female,Mumbai,Electronics,17375.02,2,2025-04-22,Credit Card,5,App,34750.04
CUST1425,Aryan Rao,42,Male,Delhi,Home & Kitchen,9712.23,2,2025-05-07,Credit Card,4,Website,19424.46
CUST1525,Sara Gupta,58,Male,Delhi,Sports,17351.7,3,2025-06-15,UPI,2,Referral,52055.1
CUST1302,Rahul Gupta,30,Female,Unknown,Sports,18562.48,1,2025-09-22,Credit Card,4,App,18562.48
CUST1279,Meera Bose,38,Male,Bengaluru,Beauty,23696.83,2,2025-03-14,Cash On Delivery,4,App,47393.66
CUST1144,Tanya Verma,22,Male,Jaipur,Grocery,23826.82,1,2025-11-08,Cash On Delivery,1,App,23826.82
CUST1470,Neha Kapoor,57,Female,Jaipur,Grocery,11669.94,3,2025-08-20,Debit Card,3,App,35009.82
CUST1200,Sanjay Malhotra,36,Female,Pune,Home & Kitchen,9589.02,1,2025-05-06,Credit Card,5,Website,9589.02
CUST1042,Nikhil Sharma,24,Female,Delhi,Toys,1397.93,1,2025-03-04,UPI,4,Unknown,1397.93
CUST1457,Aarav Kapoor,59,Female,Kolkata,Clothing,22611.22,2,2025-11-02,Debit Card,3,App,45222.44
CUST1574,Yash Chopra,23,Female,Bangalore,Books,10450.67,2,2025-08-25,UPI,4,App,20901.34
CUST1518,Rahul Nair,43,Female,Unknown,Beauty,1500.0,1,2025-01-03,UPI,4,Website,1500.0
CUST1365,Aryan Desai,27,Female,Hyderabad,Books,4979.01,1,2025-12-10,Credit Card,4,Website,4979.01
CUST1232,Neha Menon,43,Female,Kolkata,Grocery,12243.75,2,2025-12-22,UPI,4,App,24487.5
CUST1246,Karan Kapoor,64,Female,Bangalore,Clothing,17636.9,1,2025-04-20,Debit Card,3,App,17636.9
CUST1434,Ritika Joshi,57,Male,Mumbai,Clothing,16508.49,2,2025-07-18,Cash On Delivery,4,App,33016.98
CUST1314,Priya Singh,65,Female,Delhi,Beauty,9386.31,2,2025-05-31,Debit Card,4,Website,18772.62
CUST1168,Meera Verma,54,Female,Bengaluru,Toys,7945.26,1,2025-07-31,Cash On Delivery,4,App,7945.26
CUST1333,Diya Malhotra,46,Male,Chennai,Beauty,457.15,1,2025-12-14,Cash On Delivery,5,App,457.15
CUST1159,Sneha Chopra,57,Female,Unknown,Grocery,20364.92,2,2025-10-06,UPI,4,App,40729.84
CUST1495,Vivaan Reddy,19,Female,Bengaluru,Clothing,9682.45,1,2025-08-07,UPI,4,App,9682.45
CUST1264,Priya Bose,49,Female,Jaipur,Home & Kitchen,3891.57,2,2025-01-13,Credit Card,1,Referral,7783.14
CUST1427,Diya Rao,48,Female,Pune,Electronics,21611.89,1,2025-02-27,UPI,5,Website,21611.89
CUST1030,Neha Kulkarni,18,Male,Mumbai,Grocery,13707.92,1,2025-07-09,UPI,4,App,13707.92
CUST1239,Rohan Menon,52,Male,Mumbai,Books,7339.93,1,2025-09-21,Debit Card,3,Website,7339.93
CUST1251,Aditya Singh,43,Male,Mumbai,Books,19507.4,3,2025-01-14,Net Banking,4,App,58522.2
CUST1163,Dev Menon,43,Male,Delhi,Clothing,9938.51,1,2025-06-23,Credit Card,3,App,9938.51
CUST1150,Tanya Pillai,19,Male,Lucknow,Beauty,11765.04,2,2025-03-08,Debit Card,2,Referral,23530.08
CUST1227,Tanya Nair,65,Male,Delhi,Grocery,8375.09,2,2025-08-25,UPI,3,App,16750.18
CUST1354,Meera Nair,51,Unknown,Jaipur,Grocery,10485.89,2,2025-07-26,Credit Card,4,App,20971.78
CUST1554,Yash Reddy,63,Female,Delhi,Beauty,15726.25,3,2025-11-21,Debit Card,4,Unknown,47178.75
CUST1095,Neha Rao,20,Female,Ahmedabad,Toys,23771.3,1,2025-05-07,Credit Card,4,Unknown,23771.3
CUST1441,Pooja Chopra,50,Female,Delhi,Toys,23347.97,1,2025-10-09,Credit Card,4,Unknown,23347.97
CUST1222,Karan Kulkarni,50,Male,Bengaluru,Beauty,17585.61,1,2025-10-02,Debit Card,2,App,17585.61
CUST1086,Priya Bose,37,Female,Chennai,Toys,21155.8,1,2025-07-16,Debit Card,4,Website,21155.8
CUST1389,Priya Chopra,65,Unknown,Unknown,Clothing,18733.18,2,2025-12-25,Debit Card,4,App,37466.36
CUST1188,Aman Chopra,42,Female,Bangalore,Grocery,16390.32,1,2025-02-03,UPI,4,App,16390.32
CUST1090,Ananya Kulkarni,41,Male,Chennai,Grocery,6535.71,1,2025-09-04,Credit Card,2,Website,6535.71
CUST1035,Aarav Iyer,34,Male,Chennai,Electronics,2843.8,2,2025-06-26,Credit Card,4,App,5687.6
CUST1218,Arjun Malhotra,43,Female,Chennai,Beauty,15139.8,3,2025-04-13,Credit Card,3,Website,45419.4
CUST1073,Dev Sharma,60,Female,Kolkata,Electronics,4811.43,1,2025-11-15,Cash On Delivery,1,App,4811.43
CUST1306,Karan Verma,43,Unknown,Hyderabad,Home & Kitchen,16237.39,3,2025-04-16,UPI,4,Website,48712.17
CUST1221,Riya Reddy,58,Female,Chennai,Grocery,17923.62,1,2025-07-13,Cash On Delivery,4,App,17923.62
CUST1543,Meera Bhat,58,Male,Bengaluru,Home & Kitchen,2950.08,1,2025-12-17,Cash On Delivery,3,App,2950.08
CUST1555,Arjun Desai,20,Female,Delhi,Books,17496.67,2,2025-10-05,Cash On Delivery,2,App,34993.34
CUST1396,Aryan Kulkarni,54,Female,Ahmedabad,Sports,14144.74,1,2025-05-05,Cash On Delivery,4,App,14144.74
CUST1395,Sanjay Sharma,34,Female,Jaipur,Clothing,14031.97,2,2025-05-31,Debit Card,4,Referral,28063.94
CUST1111,Kabir Desai,25,Female,Mumbai,Books,17003.71,2,2025-09-07,Net Banking,1,App,34007.42
CUST1368,Sanjay Joshi,38,Female,Bengaluru,Beauty,6267.45,1,2025-12-31,UPI,5,Referral,6267.45
